,url,summarised_content
69,https://edition.cnn.com/2023/02/25/tennis/barbora-krejcikova-iga-swiatek-dubai-tennis-championships-spt-intl,"[' After a dominant unbeaten run, Iga Świątek was finally beaten as she was stunned by Barbora Krejčíková in final of Dubai Tennis Championships.The world No. 1 had dropped just nine games en route to the final – the fewest ever to reach a WTA 1000 final – surpassing the previous record of 10 held by Serena Williams in 2013.But in the final, she faced an inspired Krejčíková, with the Czech player winning 6-4 6-2.It is the second time she has beaten Poland’s Świątek in the final of a tournament in recent months, having won at the AGEL Open in her home country in October of last year.And the former world No. 2 grabbed a memorable title, her first of the year, by beating the scorching hot Świątek in 91-minutes in Dubai.Krejčíková embraces Świątek after winning the final.', 'Amr Alfiky/ReutersUpsetAfter victory at the Qatar Open last week, Świątek was the in form player of those making the short trip to Dubai.And she kept up her red-hot form by reaching the final, meaning she dropped just 14 games in the six matches she played before Saturday’s final.Świątek became the second player ever to reach six WTA 1000 finals before turning 22 since Caroline Wozniacki in 2009.But in Krejčíková, she faced inspired opposition.The 27-year-old gave no quarter throughout, breaking Świątek midway through the opening set before claiming an important one set lead.And she never relinquished it, once again breaking the three-time grand slam winner to claim a famous victory.Krejčíková celebrates defeating Świątek in the final of the Dubai Tennis Championships.', 'Christopher Pike/Getty ImagesIt means that after beating world No. 2 Ons Jabeur and No. 3 Jessica Pegula in the previous two rounds, Krejčíková becomes the fifth player to beat the top three ranked players at the same event.She defeated four top-10 players at the Dubai Tennis Championships this year, which is as many as in her previous 24 tournaments played.And as a result, Krejčíková is scheduled to rise from No. 30 to No. 16 in the world rankings.']"
70,https://edition.cnn.com/2023/02/28/football/french-football-federation-resignations-le-graet-spt-intl,"[' Embattled French Football Federation (FFF) president Noël Le Graët has resigned, the federation announced in a statement on Tuesday.', '“Noël Le Graët announced today to the Executive Committee of the French Football Federation his decision to leave his position,” the FFF said in the statement.It added: “The FFF would like to salute the remarkable sporting and economic results of Noël Le Graët.', 'There are security services to ensure that these banners disappear,” Le Graët told radio station France Info at the time.']"
71,https://edition.cnn.com/2023/02/27/motorsport/bahrain-grand-prix-formula-one-spt-intl,"['“Sportswashing” refers to governments using high-profile sporting events to project a favorable image of their country around the world, often to draw attention away from alleged wrongdoing.', '“F1 must establish an independent and impartial inquiry to examine the role of their races in human rights violations, and the FIA must adopt a human rights policy consistent with UN principles.', '“Failure to do so will allow their sport to continue to be used to repair the reputation of brutal dictators.']"
72,https://edition.cnn.com/2023/03/01/football/damar-hamlin-brandon-beane-buffalo-bills-spt-intl,"['“If he’s able to get full clearance and he feels he’s ready to do it, that’s another big smile of a story.', 'I would love to give the storybook ending that he’s definitely going to play, but we just don’t know that yet.', '”Beane said that Hamlin has seen several specialists since the NFL season concluded and that there are two or three more specialists he has to see.']"
73,https://edition.cnn.com/2023/02/15/sport/kansas-city-chiefs-super-bowl-parade-spt-intl,"['We ain’t done yet,” Mahomes told the massive crowd in front of Union Station.', '“So I’ll make sure to hit y’all back next year, and I hope the crowd’s the same.', 'You was on the way out the league before Mahomes resurrected your career on your 1 year deal Tik-Tok boy.']"
74,https://edition.cnn.com/2023/02/27/sport/jake-paul-loss-tommy-fury-fight-intl-hnk-spt,"['“In my first main event, 23 years old, I had the world on my shoulders, and I came through,” Fury said after the fight.', '“This, to me, is a world title fight.', '”British reality TV star Tommy Fury (C) celebrates after his split decision win against US YouTuber Jake Paul.']"
75,https://edition.cnn.com/2023/02/27/sport/pitch-clock-mlb-2023-spt-intl,"['“These are the kind of things that tell you why we’re starting this right now,” he told reporters.', '“If this is going to be the pace of these games, I’m OK with it,” Padres manager Bob Melvin told reporters.', '”Teams have the remaining of the preseason to make mistakes before more is at stake when the season starts for real on March 30.']"
76,https://edition.cnn.com/2023/02/26/sport/byron-jones-nfl-injuries-spt-intl,"['Today I can’t run or jump because of my injuries sustained playing this game,” Jones tweeted.', 'Jones spent the 2022 season on the physically unable to perform list as a member of the Dolphins.', '”It’s unclear whether Jones, who is still on the Dolphins’ roster, intends to retire from the NFL.']"
77,https://edition.cnn.com/2023/02/28/football/turkey-football-fans-banned-government-spt-intl,"[' Supporters of Turkish soccer team Fenerbahçe, who chanted anti-government slogans during a previous match, have been banned from attending this weekend’s game against Kayserispor, according to a team statement.Turkish state broadcaster TRT Haber confirmed the decision on Tuesday, saying visiting fans will not be allowed inside the stadium as Fenerbahçe travels to Kayseri, Turkey.According to TRT Haber, the decision was made due to “security reasons” following a meeting held by the Provincial Security Board.', '“We have learned with surprise that our supporters will not be allowed to be in the stadium when we play against Yukatel Kayserispor on Saturday, March 4, 2023, a decision taken by the Kayseri Provincial Security Board,” the statement read.Fenerbahçe said it is “in no way possible” for the team to accept the decision, calling it a “strange one that has nothing to do with sportive criteria, in a way that will deepen the social polarization.', 'They will be sent by Beşiktaş to children impacted by the earthquake.']"
78,https://edition.cnn.com/2023/02/20/sport/anderson-comas-gay-chicago-white-sox-spt-intl,"['He spent last season in the White Sox single A team, the Kannapolis Cannon Ballers in North Carolina.He warned that his Instagram post was not for everyone.', '“And I was very pleased that he was comfortable sharing with us in player development.', 'I also was happy at the reaction across the organization, which as you would expect was to support, help and congratulate a teammate.']"
79,https://edition.cnn.com/2023/02/27/golf/akshay-bhatia-shirtless-mud-honda-classic-spt-intl,"['Fortunately, his girlfriend was on hand with a change of clothes, and the golfer pushed on with his round.Bhatia tracks his shot from the sixth hole.', 'Sam Greenwood/Getty ImagesBhatia had been riding the wave of an excellent second round, but effectively saw any chance of a first PGA Tour victory collapse across four holes.', '“I feel like my body looks good, and hopefully on TV it makes it look a little bigger.']"
80,https://edition.cnn.com/2023/02/28/football/fifa-best-awards-lionel-messi-alexia-putellas-spt-intl,"['“I achieved a dream I had been hoping for so long,” said Messi, reflecting on Argentina’s World Cup win.', '“It’s a dream for any player, very few people can achieve that and I was lucky enough to do so.', '“When I hit it, I was following the ball all the way with my eyes and I saw it go into the corner of the net.']"
81,https://edition.cnn.com/2023/02/28/golf/the-masters-food-concessions-kit-spc-spt-intl,"['The MastersLike strawberries and cream at Wimbledon, sandwiches have become synonymous with Augusta.', 'Jamie Squire/Getty ImagesBoth Masters sandwich fillings come in 24-ounce tubs as part of the kit, as well as pork bar-b-que.', 'The line-up featured the same three sandwich fillings, potato chips and cookies as 2022’s offering, with the addition of pecan caramel popcorn.']"
82,https://edition.cnn.com/2023/02/28/football/nick-bontis-canada-soccer-president-resign-spt-intl,"['“Canada Soccer and both of our National Team Programs have the real potential to sign a historic collective bargaining agreement.', 'Once signed, it will be a landmark deal that will set our nation apart from virtually every other FIFA Member Association,” Bontis said in a written statement Monday.', 'The women, who are preparing for the upcoming World Cup this summer, are the reigning Olympic champions.']"
83,https://edition.cnn.com/2023/02/28/sport/mia-brookes-snowboarding-world-champion-spt-intl,"['Alexis Boichard/Agence Zoom/Getty Images“I actually can’t believe it,” she said about landing the trick, per GB Snowsport.', '“When I did it, I wasn’t sure I’d managed it, but I thought about it and was like yep, I’ve done a 14!', '“We’re all so stoked for Mia, her coaches Mikey and Ben, her parents Vicky and Nige, and the whole team around her.']"
84,https://edition.cnn.com/2023/03/01/sport/manny-machado-san-diego-padres-contract-spt-intl,"['“[The Padres] have gone above and beyond for this organization, for this city, made a lot of promises that have come true.', 'Just a lot has changed over the years, a lot of promises have been made and they’ve come true.', '”The San Diego Padres have World Series aspirations with Manny Machado leading a roster of fellow stars.']"
85,https://edition.cnn.com/2023/02/22/football/palestianian-national-soccer-team-world-cup-spt-intl,"['“The Israeli occupation doesn’t just affect me, but affects … Palestinian sports in general,” the Palestinian team’s goalkeeper Rami Hamadeh told  Sports.', 'Sarsak was released in 2012 following a hunger strike.Israel alleged he was a member of the Islamic Jihad group.', '“There are always clashes and limitations by the occupation, whether it is clashes happening in matches, or arresting athletes.']"
86,https://edition.cnn.com/2023/02/24/sport/boxing-olympics-chaos-iba-usa-spt-intl,"['”The IOC voted unanimously to implement the recommendations.', '”As a result of its exclusion from the qualification process and the official Tokyo Games, the IBA lost the right to run the qualifications for the Tokyo 2020 Games.', '“This culture of corruption was developed over time and fixing it will take time to be done right, which has been ongoing for more than 2 years.']"
87,https://edition.cnn.com/2023/02/27/sport/damian-lillard-71-points-record-nba-spt-intl,"['“I enjoy those moments in the game when I’m just going after people,” the NBA All-Star said after the game.', '“It really, really was a masterful performance,” Portland coach Chauncey Billups said of his star’s game.', '”Any postgame celebrations for Lillard were cut short after he was picked for a drug test.']"
88,https://edition.cnn.com/2023/02/28/football/nick-bontis-canada-soccer-president-resign-spt-intl,"['“Canada Soccer and both of our National Team Programs have the real potential to sign a historic collective bargaining agreement.', 'Once signed, it will be a landmark deal that will set our nation apart from virtually every other FIFA Member Association,” Bontis said in a written statement Monday.', 'The women, who are preparing for the upcoming World Cup this summer, are the reigning Olympic champions.']"
89,https://edition.cnn.com/2023/02/28/golf/the-masters-food-concessions-kit-spc-spt-intl,"['The MastersLike strawberries and cream at Wimbledon, sandwiches have become synonymous with Augusta.', 'Jamie Squire/Getty ImagesBoth Masters sandwich fillings come in 24-ounce tubs as part of the kit, as well as pork bar-b-que.', 'The line-up featured the same three sandwich fillings, potato chips and cookies as 2022’s offering, with the addition of pecan caramel popcorn.']"
90,https://edition.cnn.com/2023/03/01/sport/aaron-rodgers-decision-darkness-spt-intl,"['”“It’s best for anybody who has an interest in this to make a decision sooner rather than later,” Rodgers said in an interview on the Aubrey Marcus Podcast.', '“I touched many of them, and definitely the feelings, on both sides, during the darkness, and I’m thankful for that time.', 'It’s important to me, and I’ll make a decision soon enough, and then we’ll go down that road and be really excited about it.”']"
91,https://edition.cnn.com/2023/02/27/golf/akshay-bhatia-shirtless-mud-honda-classic-spt-intl,"['Fortunately, his girlfriend was on hand with a change of clothes, and the golfer pushed on with his round.Bhatia tracks his shot from the sixth hole.', 'Sam Greenwood/Getty ImagesBhatia had been riding the wave of an excellent second round, but effectively saw any chance of a first PGA Tour victory collapse across four holes.', '“I feel like my body looks good, and hopefully on TV it makes it look a little bigger.']"
92,https://edition.cnn.com/2023/02/25/tennis/barbora-krejcikova-iga-swiatek-dubai-tennis-championships-spt-intl,"[' After a dominant unbeaten run, Iga Świątek was finally beaten as she was stunned by Barbora Krejčíková in final of Dubai Tennis Championships.The world No. 1 had dropped just nine games en route to the final – the fewest ever to reach a WTA 1000 final – surpassing the previous record of 10 held by Serena Williams in 2013.But in the final, she faced an inspired Krejčíková, with the Czech player winning 6-4 6-2.It is the second time she has beaten Poland’s Świątek in the final of a tournament in recent months, having won at the AGEL Open in her home country in October of last year.And the former world No. 2 grabbed a memorable title, her first of the year, by beating the scorching hot Świątek in 91-minutes in Dubai.Krejčíková embraces Świątek after winning the final.', 'Amr Alfiky/ReutersUpsetAfter victory at the Qatar Open last week, Świątek was the in form player of those making the short trip to Dubai.And she kept up her red-hot form by reaching the final, meaning she dropped just 14 games in the six matches she played before Saturday’s final.Świątek became the second player ever to reach six WTA 1000 finals before turning 22 since Caroline Wozniacki in 2009.But in Krejčíková, she faced inspired opposition.The 27-year-old gave no quarter throughout, breaking Świątek midway through the opening set before claiming an important one set lead.And she never relinquished it, once again breaking the three-time grand slam winner to claim a famous victory.Krejčíková celebrates defeating Świątek in the final of the Dubai Tennis Championships.', 'Christopher Pike/Getty ImagesIt means that after beating world No. 2 Ons Jabeur and No. 3 Jessica Pegula in the previous two rounds, Krejčíková becomes the fifth player to beat the top three ranked players at the same event.She defeated four top-10 players at the Dubai Tennis Championships this year, which is as many as in her previous 24 tournaments played.And as a result, Krejčíková is scheduled to rise from No. 30 to No. 16 in the world rankings.']"
93,https://edition.cnn.com/2023/03/01/football/newcastle-fan-tattoo-league-cup-spt-intl,"['“I asked the lass who does my tattoos: ‘Can you put cup winners on my leg?’” he told the BBC.', '“I think she was thinking it was a bad idea at the same time, but I got it done.', '“As long as they win something, I don’t care, so I can kind of get away with it a little bit.”']"
94,https://edition.cnn.com/2023/02/26/sport/byron-jones-nfl-injuries-spt-intl,"['Today I can’t run or jump because of my injuries sustained playing this game,” Jones tweeted.', 'Jones spent the 2022 season on the physically unable to perform list as a member of the Dolphins.', '”It’s unclear whether Jones, who is still on the Dolphins’ roster, intends to retire from the NFL.']"
95,https://edition.cnn.com/2023/02/28/us/irv-cross-nfl-sportscaster-death-cte-spt,"['“He is one of the 345 former NFL players diagnosed with CTE by the BU CTE Center and UNITE brain bank team out of 376 former NFL players studied.', 'Now that we know for sure, Irv would want others to learn about the disease and the risks of playing tackle football, especially for children.', 'The award, which is given annually, recognizes “long-time exceptional contributions to radio and television in professional football.”']"
96,https://edition.cnn.com/2023/02/25/tennis/jessica-pegula-doritos-tweet-spt-intl,"['“Everyone: “What is it like playing on tour?', '”Me: gets bagled on your birthday, sitting eating Doritos at midnight, waiting to get on a 16 hr flight home.', '“In all seriousness, “Pegula added in a follow-up tweet, “proud of my efforts the past two weeks.']"
97,https://edition.cnn.com/2023/02/20/sport/anderson-comas-gay-chicago-white-sox-spt-intl,"['He spent last season in the White Sox single A team, the Kannapolis Cannon Ballers in North Carolina.He warned that his Instagram post was not for everyone.', '“And I was very pleased that he was comfortable sharing with us in player development.', 'I also was happy at the reaction across the organization, which as you would expect was to support, help and congratulate a teammate.']"
98,https://edition.cnn.com/2023/03/01/sport/vermont-basketball-transgender-athlete-spt-intl,"[' A Vermont girls high school basketball team forfeited an out of state tournament after refusing to play against a team that had a transgender player.Mid Vermont Christian School (MVCS) was set to play Long Trail School on February 21, but MVCS forfeited the game due to a transgender player on Long Trail’s roster, according to the head of school at MVCS, Vicky Fogg.', '“We withdrew from the tournament because we believe playing against an opponent with a biological male jeopardizes the fairness of the game and the safety of our players,” Fogg said in a statement.', '“Allowing biological males to participate in women’s sports sets a bad precedent for the future of women’s sports in general.']"
99,https://edition.cnn.com/2023/02/22/golf/golf-outrageous-fashion-spt-spc-intl,"[' There have been a lot of dull outfits on the fairways over the years – monochrome colors, polo shirts, and plain caps galore.', 'Head to toe in fluorescent orange?', 'Had to be Rickie Fowler.']"
100,https://edition.cnn.com/2023/02/28/sport/mia-brookes-snowboarding-world-champion-spt-intl,"['Alexis Boichard/Agence Zoom/Getty Images“I actually can’t believe it,” she said about landing the trick, per GB Snowsport.', '“When I did it, I wasn’t sure I’d managed it, but I thought about it and was like yep, I’ve done a 14!', '“We’re all so stoked for Mia, her coaches Mikey and Ben, her parents Vicky and Nige, and the whole team around her.']"
101,https://edition.cnn.com/2023/02/23/tennis/djokovic-us-tennis-participation-intl-spt,"['“Look, last year I did miss both Indian Wells, Miami and all the US Open swing,” 22-time grand slam winner Djokovic told reporters in Belgrade on Wednesday.', 'I mean, I hope it doesn’t, but that’s all I can do.', 'All I can do is hope at the moment because, you know, my position stays the same.']"
102,https://edition.cnn.com/2023/02/16/sport/lesley-paterson-all-quiet-on-the-western-front-film-triathlon-spt-intl,"['“It really sort of encapsulates the entire message of the film – that the uniform’s more important than the man,” Paterson tells  Sport.', '”The scene, first visualized on a run in the Scottish Highlands, proved prescient.', 'Last year, Russian soldiers fighting in Ukraine complained of having to buy their own uniforms amid a shortage of basic equipment.']"
103,https://edition.cnn.com/2023/02/23/sport/campbell-johnstone-all-blacks-rugby-spt-intl,"['“And then one day, this other side of me, my sexuality, was coming through and I liked guys.', '“I’d go home and then the anxiety would rise and then I’d go out the door, go to training.', '“That, in a nutshell, will make your team stronger and more effective,” says Johnstone, “and you’ll get better results, I believe.”']"
104,https://edition.cnn.com/2023/02/28/football/fifa-best-awards-lionel-messi-alexia-putellas-spt-intl,"['“I achieved a dream I had been hoping for so long,” said Messi, reflecting on Argentina’s World Cup win.', '“It’s a dream for any player, very few people can achieve that and I was lucky enough to do so.', '“When I hit it, I was following the ball all the way with my eyes and I saw it go into the corner of the net.']"
105,https://edition.cnn.com/2023/03/01/sport/baltimore-orioles-pittsburgh-pirates-umpires-spt-intl,"[' Umpires for the spring training preseason game between the Baltimore Orioles and the Pittsburgh Pirates were not fussed about working any overtime on Tuesday as they left the field before the players.In fairness to the officials, the game had officially ended when Baltimore’s Josh Lester grounded out to second base at the top of the ninth with the Pirates leading 7-4.But due to a prior discussion between Pirates manager Derek Shelton and Baltimore boss Brandon Hyde, the decision was made to keep the players out for the bottom of the ninth in order to give right-hander Ofreidy Gómez some practice against live hitters.The game continued without umpires as many supporters started making their way out of the stadium.According to MLB, catcher Maverick Handley was given the extra responsibility of calling balls and strikes for the rest of the game.', '“A little backfield action,” Hyde told reporters after the game, per MLB.It’s not unheard of for teams to decide to play a little longer during spring training games, but the umpires have no obligation to stick around.Clearly not on board with Tuesday’s plan, the officials simply walked off the field after a brief discussion.', 'Perhaps they had dinner reservations?It’s yet another bizarre moment in this year’s preseason where players have been getting used to the new regulations brought in to speed up games for 2023.They have until the season starts for real on March 30 to get used to the changes and umpires will soon be obliged to stick around until the final pitch to enforce them.']"
106,https://edition.cnn.com/2023/02/28/football/french-football-federation-resignations-le-graet-spt-intl,"[' Embattled French Football Federation (FFF) president Noël Le Graët has resigned, the federation announced in a statement on Tuesday.', '“Noël Le Graët announced today to the Executive Committee of the French Football Federation his decision to leave his position,” the FFF said in the statement.It added: “The FFF would like to salute the remarkable sporting and economic results of Noël Le Graët.', 'There are security services to ensure that these banners disappear,” Le Graët told radio station France Info at the time.']"
107,https://edition.cnn.com/2023/02/27/football/super-league-documentary-football-jeff-zimbalist-spt-intl,"['“The dynamics at play here aren’t that different from the emotional and relational dynamics that we all have in our lives every day,” he adds.', '“These are human beings, flesh and blood, with three dimensions who are feeling all sorts of emotion during this time.', '“Maybe the battle of this version of the Super League and is perhaps close to over.']"
108,https://edition.cnn.com/2023/02/27/tennis/novak-djokovic-steffi-graf-record-tennis-spt-intl,"['”Djokovic jumped back up to No. 1 when he won the Australian Open last month.', '“All I can do is hope at the moment because, you know, my position stays the same.', 'There’s not much else I can do except wish for a positive result,” Djokovic previously told reporters.']"
109,https://edition.cnn.com/2023/02/28/football/achraf-hakimi-rape-investigation-spt-intl,"['He scored the penalty kick that took Morocco to the World Cup semifinals during Qatar 2022.', '“The Nanterre prosecutor’s office does not wish to comment on this ongoing investigation, as the information already published jeopardizes the inquiries necessary for finding the truth,” the prosecutor’s office told .', '”Hakimi, who is considered one of the best defenders in the world, joined PSG from Inter Milan in 2021.']"
110,https://edition.cnn.com/2023/03/01/football/damar-hamlin-brandon-beane-buffalo-bills-spt-intl,"['“If he’s able to get full clearance and he feels he’s ready to do it, that’s another big smile of a story.', 'I would love to give the storybook ending that he’s definitely going to play, but we just don’t know that yet.', '”Beane said that Hamlin has seen several specialists since the NFL season concluded and that there are two or three more specialists he has to see.']"
111,https://edition.cnn.com/2023/02/28/sport/los-angeles-lakers-players-qualify-nba-spt-intl,"[' The Los Angeles Lakers’ rollercoaster season shows no sign of slowing down.During the Lakers’ 27-point comeback victory over the Dallas Mavericks on Sunday, TV cameras caught LeBron James saying he heard his foot “pop” when landing from a layup.', '”Just another day in ‘Laker Land’ – and it couldn’t have come at a worse time.With 21 games remaining and sitting two spots outside of a spot in the postseason’s play-in tournament – and six spots away from automatic qualification to the playoffs – the Lakers remain in danger of missing the playoffs for the second successive season.', 'Or will we see those famous yellow and purple uniforms in the NBA’s business end of the season?Dennis Schröder of the Los Angeles Lakers shoots over Jonas Valančiūnas of the New Orleans Pelicans.']"
112,https://edition.cnn.com/2023/03/01/football/paul-pogba-returns-juventus-serie-a-spt-intl,"['“It had been a long time since we wanted Pogba back with us and we are happy.', 'You only want to isolate yourself, be alone, and these are signs that don’t deceive.', 'After dropping into the Europa League playoff, Juventus beat French club Nantes 4-1 on aggregate to set up a tie with Freiburg.']"
113,https://edition.cnn.com/2023/02/27/golf/chris-kirk-alcoholism-depression-honda-classic-spt-intl,"['“I owe everything that I have in my entire life to my sobriety,” Kirk told reporters at PGA National Resort.', 'The whole week, but just to be able to make those memories with my wife and my kids will be awesome.', '“It’ll be a lot of celebrating, and I thank God that alcohol won’t be a part of it,” Kirk said.']"
114,https://edition.cnn.com/2023/03/01/sport/antonio-tiberi-cycling-cat-death-san-marino-spt-intl,"['“I deeply regret my shameful actions,” he wrote in a statement.', '“I did something tremendously stupid and irresponsible, the seriousness and danger of which I realized only after the act.', '“I appreciated that the young man admitted the fact, having said that, we do not need to give residence to these people.']"
115,https://edition.cnn.com/2023/03/01/football/just-fontaine-death-spt-intl,"['“The death of Just Fontaine plunges French football into deep emotion and immense sadness,” FFF interim president Philippe Diallo said in a statement.', '“Just Fontaine left his mark on football in France and abroad.Just Fontaine poses with a trophy for the 1958 football World Cup top-scorer award.', 'Eric Cabanis/AFP/Getty Images“He was an emblematic figure, with an incredible record of 13 goals in the 1958 World Cup.']"
116,https://edition.cnn.com/2023/02/15/sport/kansas-city-chiefs-super-bowl-parade-spt-intl,"['We ain’t done yet,” Mahomes told the massive crowd in front of Union Station.', '“So I’ll make sure to hit y’all back next year, and I hope the crowd’s the same.', 'You was on the way out the league before Mahomes resurrected your career on your 1 year deal Tik-Tok boy.']"
117,https://edition.cnn.com/2023/02/25/tennis/barbora-krejcikova-iga-swiatek-dubai-tennis-championships-spt-intl,"[' After a dominant unbeaten run, Iga Świątek was finally beaten as she was stunned by Barbora Krejčíková in final of Dubai Tennis Championships.The world No. 1 had dropped just nine games en route to the final – the fewest ever to reach a WTA 1000 final – surpassing the previous record of 10 held by Serena Williams in 2013.But in the final, she faced an inspired Krejčíková, with the Czech player winning 6-4 6-2.It is the second time she has beaten Poland’s Świątek in the final of a tournament in recent months, having won at the AGEL Open in her home country in October of last year.And the former world No. 2 grabbed a memorable title, her first of the year, by beating the scorching hot Świątek in 91-minutes in Dubai.Krejčíková embraces Świątek after winning the final.', 'Amr Alfiky/ReutersUpsetAfter victory at the Qatar Open last week, Świątek was the in form player of those making the short trip to Dubai.And she kept up her red-hot form by reaching the final, meaning she dropped just 14 games in the six matches she played before Saturday’s final.Świątek became the second player ever to reach six WTA 1000 finals before turning 22 since Caroline Wozniacki in 2009.But in Krejčíková, she faced inspired opposition.The 27-year-old gave no quarter throughout, breaking Świątek midway through the opening set before claiming an important one set lead.And she never relinquished it, once again breaking the three-time grand slam winner to claim a famous victory.Krejčíková celebrates defeating Świątek in the final of the Dubai Tennis Championships.', 'Christopher Pike/Getty ImagesIt means that after beating world No. 2 Ons Jabeur and No. 3 Jessica Pegula in the previous two rounds, Krejčíková becomes the fifth player to beat the top three ranked players at the same event.She defeated four top-10 players at the Dubai Tennis Championships this year, which is as many as in her previous 24 tournaments played.And as a result, Krejčíková is scheduled to rise from No. 30 to No. 16 in the world rankings.']"
118,https://edition.cnn.com/2023/02/27/golf/chris-kirk-alcoholism-depression-honda-classic-spt-intl,"['“I owe everything that I have in my entire life to my sobriety,” Kirk told reporters at PGA National Resort.', 'The whole week, but just to be able to make those memories with my wife and my kids will be awesome.', '“It’ll be a lot of celebrating, and I thank God that alcohol won’t be a part of it,” Kirk said.']"
119,https://edition.cnn.com/2023/02/16/sport/lesley-paterson-all-quiet-on-the-western-front-film-triathlon-spt-intl,"['“It really sort of encapsulates the entire message of the film – that the uniform’s more important than the man,” Paterson tells  Sport.', '”The scene, first visualized on a run in the Scottish Highlands, proved prescient.', 'Last year, Russian soldiers fighting in Ukraine complained of having to buy their own uniforms amid a shortage of basic equipment.']"
120,https://edition.cnn.com/2023/02/20/sport/anderson-comas-gay-chicago-white-sox-spt-intl,"['He spent last season in the White Sox single A team, the Kannapolis Cannon Ballers in North Carolina.He warned that his Instagram post was not for everyone.', '“And I was very pleased that he was comfortable sharing with us in player development.', 'I also was happy at the reaction across the organization, which as you would expect was to support, help and congratulate a teammate.']"
121,https://edition.cnn.com/2023/02/27/football/super-league-documentary-football-jeff-zimbalist-spt-intl,"['“The dynamics at play here aren’t that different from the emotional and relational dynamics that we all have in our lives every day,” he adds.', '“These are human beings, flesh and blood, with three dimensions who are feeling all sorts of emotion during this time.', '“Maybe the battle of this version of the Super League and is perhaps close to over.']"
122,https://edition.cnn.com/2023/03/02/sport/nfl-scouting-combine-2023-preview-spt-intl,"['Last year, it looked like Ross’ record might have been broken when Baylor’s Tyquan Thornton ran an unofficial time of 4.21 seconds – it was later made official with a time of 4.28 seconds.Ross runs the 40-yard dash in a record time of 4.22 seconds in 2017.', 'Joe Robbins/Getty Images/FILEThornton’s Baylor teammate, Kalon Barnes, was just slower with a time of 4.23 seconds.', 'The SUV was traveling “about 104 miles per hour” before it veered off the road and slammed into two power poles and several trees, Athens-Clarke County police said.Authorities said Carter was driving a separate vehicle and he and LeCroy appeared to be racing.']"
123,https://edition.cnn.com/2023/03/02/sport/brian-flores-judge-lawsuit-nfl-spt-intl,"['“This case shines an unflattering spotlight on the employment practices of National Football League (“NFL”) teams.', '”“The implication that we acted in a manner inconsistent with the integrity of the game is incorrect.', '“We intend to move forward promptly with arbitrations as directed by the court and will seek to dismiss the remaining claims.']"
124,https://edition.cnn.com/2023/03/02/football/adriana-lima-fifa-moya-dodd-women-world-cup-intl-spt,"['”Dodd, who previously led Fifa’s taskforce on women’s football, wrote on Linkedin: “[W]hen a girl plays football, the world sees her differently.', 'Instead of being complimented on her nice looks or her pretty dress, she is valued for her game-saving tackles and brilliant goal-scoring.', 'asked Dodd.Lima’s publicist, Laurent Boye, said the model’s stance had changed since she made those comments 17 years ago.']"
125,https://edition.cnn.com/2023/03/01/football/damar-hamlin-brandon-beane-buffalo-bills-spt-intl,"['“If he’s able to get full clearance and he feels he’s ready to do it, that’s another big smile of a story.', 'I would love to give the storybook ending that he’s definitely going to play, but we just don’t know that yet.', '”Beane said that Hamlin has seen several specialists since the NFL season concluded and that there are two or three more specialists he has to see.']"
126,https://edition.cnn.com/2023/03/02/golf/pga-tour-designated-events-liv-golf-spt-intl,"['“Together, this approach provides a schedule that is cohesive, compelling, consequential and with clarity for fans, players and sponsors alike.', '”The new scheduling will not affect the majors, The Players Championship, as well as three FedEx Cup Playoff events.', '”Asked if he wanted a break before continuing with the rest of his press conference, Homa declined, quipping: “Sorry guys.']"
127,https://edition.cnn.com/2023/03/02/golf/cameron-smith-open-celebrations-australian-pga-spt-spc-intl,"['“There was a few more people there and I think it was kind of a celebration of the year as well.', '“I think it was kind of always the plan to go out on that Sunday night and have a drink anyway.', 'So for us to have the Kirkwood Cup there as well, something to drink out of, was awesome.']"
128,https://edition.cnn.com/2023/02/27/sport/damian-lillard-71-points-record-nba-spt-intl,"['“I enjoy those moments in the game when I’m just going after people,” the NBA All-Star said after the game.', '“It really, really was a masterful performance,” Portland coach Chauncey Billups said of his star’s game.', '”Any postgame celebrations for Lillard were cut short after he was picked for a drug test.']"
129,https://edition.cnn.com/2023/03/01/sport/vermont-basketball-transgender-athlete-spt-intl,"[' A Vermont girls high school basketball team forfeited an out of state tournament after refusing to play against a team that had a transgender player.Mid Vermont Christian School (MVCS) was set to play Long Trail School on February 21, but MVCS forfeited the game due to a transgender player on Long Trail’s roster, according to the head of school at MVCS, Vicky Fogg.', '“We withdrew from the tournament because we believe playing against an opponent with a biological male jeopardizes the fairness of the game and the safety of our players,” Fogg said in a statement.', '“Allowing biological males to participate in women’s sports sets a bad precedent for the future of women’s sports in general.']"
130,https://edition.cnn.com/2023/03/02/football/turkey-earthquake-soccer-fundraise-spt-intl,"['Meanwhile, almost 900,000 people are living in tents and containers in Turkey following the disaster and subsequent tremors, according to Turkey’s President Recep Tayyip Erdoğan.Other athletes lending a handThe event was not the only fundraising project involving soccer players.', '“I called my friend Cristiano, I spoke with him and he said he was really sad also,” he said, adding that the Portuguese star is a “really special guy.', '”“I was writing to him, I was explaining to him what happened in Turkey, and he said he was also sad.']"
