url,gold truth,pegasus summary
https://edition.cnn.com/2023/03/01/sport/vermont-basketball-transgender-athlete-spt-intl,A Vermont girls' high school basketball team forfeited an out-of-state tournament after refusing to play against a team that had a transgender player. Mid Vermont Christian School (MVCS) withdrew from the tournament because the school believes playing against a transgender player jeopardizes the fairness of the game and the safety of its players. The Vermont Principals’ Association policy on gender identity allows students to participate in athletic activities “in a manner consistent with their gender identity”. The debate over the inclusion of transgender athletes in women's sports has become a political flashpoint in recent years.,"A girls high school basketball team forfeited an out of state tournament after refusing to play against a team that had a transgender player, according to the head of school at mvcs, vicky fogg, who said playing against an opponent with a biological male "" jeopardizes the fairness of the game and the safety of our players"", according to the head of school at mvcs, vicky fogg, who said playing against an opponent with a biological male "" jeopardizes the fairness of the game and the safety of our players"", according to the head of school at mvc"
https://edition.cnn.com/2023/03/01/sport/baltimore-orioles-pittsburgh-pirates-umpires-spt-intl,"Umpires left the field before players at a preseason game between the Baltimore Orioles and the Pittsburgh Pirates had finished, after the game ended officially in the ninth inning. While some players remained to provide a right-hander with additional practice against live hitters, the umpires opted to depart. Catcher Maverick Handley called balls and strikes for the remainder of the game, but many supporters had already begun leaving the stadium.",Umpires in baltimore and pittsburgh were given extra responsibility for the rest of a Grapefruit League game after the umpires walked off the field without calling a ball or strike for the final three outs of a 10-7 win for the baltimore orioles over the pittsburgh pirates on Sunday.. and the umpires walked off the field without calling a ball or strike for the final three outs of a 10-7 win for the baltimore orioles over the pittsburgh pirates on Sunday.
https://edition.cnn.com/2023/02/23/sport/campbell-johnstone-all-blacks-rugby-spt-intl,"Campbell Johnstone, the former All Black, has become the first player to come out publicly as gay. Johnstone played for the Ospreys in Wales, as well as clubs in New Zealand and France, and represented his country three times. In an interview, Johnstone revealed that he did not feel comfortable discussing his sexuality during his playing days, but has received overwhelming support following his announcement. Johnstone believes that rugby can create a positive environment for all players, and hopes that his decision to come out publicly will encourage others to do the same.","For more than a decade, rugby player campbell johnstone kept his sexuality a secret from his team-mates, his coaches and his own family, but he finally decided to come out last month after receiving an ""overwhelming"" response from the sport's stars, politicians and gay rights activists, he tells the BBC's cnn ruby programme. ""hundreds of people have sent messages telling of their story and how rewarding or refreshing it was hearing me talk and come out,"" says johnstone."
https://edition.cnn.com/2023/03/01/football/paul-pogba-returns-juventus-serie-a-spt-intl,"Paul Pogba made his return to football after a year on the sidelines due to injury in Juventus' 4-2 win against Torino. Pogba, who last played in a competitive match 315 days ago in a Manchester United shirt, signed a four-year deal with Juventus in July 2022 but injured his right meniscus just two weeks later. The France star's return to Juventus comes at a pivotal time as the club tries to close the gap with the top four in Serie A after the Italian Football Federation handed them a 15-point penalty in January for false accounting.","gba made his first appearance in a competitive match in more than a year as he came off the bench to help Torino beat city rivals torino in a derby in Serie A on Sunday, 23 February.., read the full report., read the whole story on the BBC Sport website., read the full report on the BBC Sport website., read the full report on the BBC Sport website., read the full report on the BBC Sport website., read the full report on the BBC Sport website., read the full report on the BBC Sport website., read the full report"
https://edition.cnn.com/2023/02/24/sport/boxing-olympics-chaos-iba-usa-spt-intl,"Eight countries, including the US and UK, will boycott the International Boxing Association (IBA) world championships as the IBA had allowed Russian and Belarusian fighters to compete with their national flags and anthems, according to Reuters. As a result, the IBA said the upcoming women's and men's world championships in New Delhi in March and Tashkent in May will in fact be ""main qualification events"" for Paris 2024. The move comes after tensions between the IBA and International Olympic Committee (IOC), which resulted in eight countries boycotting the forthcoming world championships.","As the world's top boxers prepare to compete at the world championships in Doha, it's a good time to take a look back at some of the sport's recent ups and downs - and what they mean for the future of boxing in the world of Olympic sport, writes the BBC's Dan Roan in the Qatari capital, where the world championships will be held this week."
https://edition.cnn.com/2023/02/27/football/besiktas-football-turkey-earthquake-spt-intl,"During a soccer match between Beşiktaş and Antalyaspor in Turkey, fans threw stuffed animals onto the pitch in support of children affected by the recent earthquake that killed around 50,000 people in Turkey and Syria. The game was stopped for a moment at the exact time the earthquake occurred. Beşiktaş will send the toys to children impacted by the earthquake. Some Beşiktaş fans also protested against the official response to the disaster, chanting “government resign,” while some complained about the slow and insufficient relief efforts. The Nationalist Movement Party head called for soccer games to be played without fans following the anti-government chants.","In a show of support for children impacted by the earthquake in turkey, soccer fans threw stuffed animals onto the pitch during a match between beikta and antalyaspor on Sunday, during which the game was stopped for four minutes and 17 seconds to correspond with the time the earthquake struck southeastern turkey - the largest in the country's history - and killed about 50,000 people and injured tens of thousands more."
https://edition.cnn.com/2023/02/15/sport/jonathan-gannon-eagles-arizona-cardinals-nfl-spt-intl,"The Arizona Cardinals have hired Philadelphia Eagles defensive coordinator Jonathan Gannon as their new head coach, signing him to a five-year deal. Gannon, 40, helped transform the Eagles defense into one of the NFL's best units, leading the league in sacks and pass defense this past season. He will now look to turn around a struggling Cardinals team that finished the season with a 4-13 record and has the third overall pick in the upcoming NFL draft. The announcement came just hours after the Eagles' offensive coordinator Shane Steichen left his post to become the Indianapolis Colts' head coach.","Philadelphia's cardinals have found their new head coach just two days after their loss to the New England Patriots in the NFL's Super Bowl in New Orleans, reports the Philadelphia Inquirer's Manisha Rao, who broke the news on his Twitter account on Sunday night, as well as on the team's website on Monday morning, as well as on the team's Facebook page."
https://edition.cnn.com/2023/03/01/sport/antonio-tiberi-cycling-cat-death-san-marino-spt-intl,"Italian professional cyclist Antonio Tiberi has been fined €4,000 ($4,250) by a San Marino court for shooting a cat belonging to the republic's minister of tourism, Federico Pedini Amati. The incident, in which the cat immediately died, occurred when Tiberi tested out an air rifle he had purchased in June 2022. He has also risked losing his residency status in San Marino, where he lives. Tiberi has apologised on Twitter and will donate his prize money from this season's winnings to animal welfare organisations in San Marino. His team, Trek-Segafredo, has suspended him for a minimum of 20 days without pay.","An Italian cyclist has been found guilty of killing a cat with an air rifle after he accidentally shot it in the head while testing out the weapon at his home in the republic of san marino, reports the BBC's Italian language service, cnn.tiberi, who won a time trial bronze at the junior european road championships in 2018 and a time trial gold at the junior road world championships in 2019, has apologised for the incident."
https://edition.cnn.com/2023/03/01/football/just-fontaine-death-spt-intl,"Just Fontaine, the former French football striker and the record holder for most goals scored in a single World Cup, has died aged 89. Fontaine scored 13 goals in six matches at the 1958 World Cup, which remains an unbroken record. He won the French league with Reims and Nice, two French Cup titles, and came third in the Ballon d’Or in 1958. Fontaine also coached the French and Moroccan national teams and Paris Saint-Germain. Pele named him on his list of the 125 greatest living footballers in 2004.","Just fontaine, who still holds the record for most goals scored by a player at a single world cup, has died aged 89, the french football federation (fff) announced, describing him as an emblematic figure, with an incredible record of 13 goals in the 1958 world cup, and one of the ""most beautiful pages"" in the history of the french national team, has died aged 89, the french football federation (fff) announced, describing him as an emblematic figure, with an incredible record of 13 goals in the 1958 world cup, and one of the ""most beautiful pages"
https://edition.cnn.com/2023/02/23/tennis/djokovic-us-tennis-participation-intl-spt,"Novak Djokovic, the world tennis number one, has applied for special permission to participate in the Indian Wells and Miami Open tournaments in the United States despite being unvaccinated against COVID-19. The US still requires international visitors to be vaccinated against the virus. Djokovic expressed his hope for a ""positive result"" regarding his participation, with the tournaments starting on March 6 and March 20, respectively. He also expressed his desire to play in the US Open, which is six months away, and where he received the ""most beautiful reception and support"" from the New York and American crowd during the finals in 2021.","The world number one novak djokovic is hopeful for ""a positive result"" on us tennis tournament participation ahead of next month's indian wells and open tournaments, after applying for special permission to play there, after applying for special permission to play at last year's us open, but says it would not be the first time he would miss a tournament because he remains unvaccinated."
https://edition.cnn.com/2023/02/20/golf/jon-rahm-tiger-woods-genesis-invitational-spt-intl,"Tiger Woods finished tied-45th at the Genesis Invitational, his first competitive outing since sustaining serious leg injuries in a car crash in February 2021. It was his first non-major appearance since October 2020. Jon Rahm won his third PGA Tour win of 2023 and regained the world No. 1 spot. Rahm won his fifth tournament in his last nine starts, marking perhaps the best golf of his career, and said he's having the best season of his life. Woods said his goal from now on is to play the four majors every year, but he doesn’t expect “to play too much more than that.”","England's Danny Willett won the Genesis Open for the second time in three years, closing with a six-under-par 66 to finish at 19-under-par 269 and beat American Matt Kuchar by one shot at the Tournament of Champions in Riviera, California, on Sunday, January 27th., the first time he has won back-to-back events on the PGA Tour."
https://edition.cnn.com/2023/03/02/sport/nfl-scouting-combine-2023-preview-spt-intl,"The NFL Scouting Combine, a major event in the NFL's offseason and an opportunity for prospective NFL players to showcase their skills and athletic ability, is underway at Lucas Oil Stadium in Indianapolis. The four-day event, which began on Thursday, March 2, will involve representatives from all 32 NFL teams, with front office staff, coaches, and scouts in attendance. Players will have the chance to impress teams with their physical abilities and to be interviewed to evaluate their draft profile, including personality and psychological notes. The NFL Network will provide exclusive coverage of the event.","It's that time of year again when football fans across the United States are gearing up for the start of the college football season and the start of the NFL's pre-draft process, which culminates in the selection of the league's best player in June's draft in polis, north-west of the capital city of polis, on the site of the home of the polis colts."
https://edition.cnn.com/2023/02/22/golf/golf-outrageous-fashion-spt-spc-intl,"The article highlights that golf fashion has often been dull, but occasionally, some players make bold fashion choices that become memorable. These outfits are not always memorable for the right reasons, as seen with Team USA's 1999 Ryder Cup outfit, which Tiger Woods burned for warmth. The article also mentions some golfers who have made a fashion statement, such as Rickie Fowler with his fluorescent orange attire and John Daly, who always stands out with his fashion choices. A gallery of some of the most unforgettable outfits in men's golf is provided.","Some of the world's most extreme golf courses have been captured on camera over the years, from the world's most dangerous golf course to the world's most extreme golf course in uummannaq, greenland, to the world's most extreme golf course in camp bonifas, demilitarized zone, to the world's most extreme golf course in bangkok, to the world's most extreme golf course in camp bonifas, to the world's most extreme golf course in uummannaq, greenland, to the world's most"
https://www.channelnewsasia.com/sport/djokovic-pain-free-he-prepares-return-dubai-3308036,"Novak Djokovic said he was now playing without pain after recovering from a hamstring injury as he prepares to return to the ATP Tour in Dubai this week following his record-extending 10th Australian Open title last month.

Djokovic suffered a 3cm hamstring tear en route to winning the Adelaide warm-up event before claiming his 22nd Grand Slam title at Melbourne Park to go level with Rafa Nadal.

The 35-year-old Serb said his Dubai participation was in doubt until a few days ago but he had passed all his fitness tests.

""Had a couple of weeks of no tennis. The last few days it's really getting as much practice as possible to get myself back in shape to be able to compete at a high level,"" Djokovic said.

""I haven't felt pain on the court for a week. I'm getting closer to 100 per cent. Still not there in terms of the game and how I feel on court. But the important thing is there's no pain. I don't have a hindrance in the way I move on the court.

""After every injury it takes time for mechanisms to be balanced, for adjustments to be done on court. It takes time to find that groove of moving effortlessly and not thinking about if something's going to happen. I don't have those thoughts.""

Djokovic begins the Dubai tournament having entered his 378th week as world number one, surpassing Steffi Graf as the player with the most weeks at the top of the sport.

""It's surreal to be that many weeks number one, to match Graf - one of the all-time greats,"" Djokovic said. ""Just being amongst these legendary names is flattering. I'm proud of it.""

Djokovic meets Czech Tomas Machac in the first round on Tuesday (Feb 28).","World number one Novak djokovic says he is ""getting closer to 100 per cent"" as he prepares to begin his title defence at the Australian Open in Melbourne on Monday, 17 January.  888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884 888-349-8884"
https://www.channelnewsasia.com/sport/future-looking-bright-manchester-united-ten-hag-delivers-silverware-3307216,"Manchester United's recent win of the League Cup under new Dutch manager Erik ten Hag marks the end of a nearly six-year trophy drought and indicates greater success to come. Ten Hag has transformed the team, creating an intelligent, hardworking team capable of winning, and has continued to improve since his rocky start. United's defence is becoming solid, their players are gaining fan support, and they remain in the fifth round of the FA Cup and the last 16 of the Europa League.","Manchester United's victory over newcastle in Sunday's FA Cup final at Wembley was the perfect way to end a season of ups and downs for one of the Premier League's most iconic clubs, writes BBC Sport's football expert Mark Lawrenson - but is it the beginning of the end for the club's long wait for a trophy, asks BBC Sport's football expert Mark Lawrenson."
https://www.channelnewsasia.com/sport/clinical-manchester-united-win-league-cup-heartbreak-newcastle-3307061,"Manchester United defeated Newcastle United 2-0 in the League Cup final at Wembley, crushing their hopes of a first domestic trophy in nearly 70 years. Casemiro scored a header and an own goal from Sven Botman sealed the win for United, who claimed their sixth League Cup title. Newcastle tried to rally in the second half, but failed to score. Bruno Fernandes, who was denied a third goal in stoppage time, said that United want more trophies because their standards demand it.","manchester united crushed newcastle united's hopes of a silverware claiming a first domestic trophy for nearly 70 years with a clinical 2-0 victory in the league cup final at wembley on Sunday (feb 26) - the club's sixth win in a row in a major final - to lift the trophy for a sixth time with relative ease, reports BBC Radio 5 live's Steve Nicol."
https://www.channelnewsasia.com/sport/klinsmann-named-south-koreas-head-coach-3308881,"Juergen Klinsmann, former Germany coach, has been appointed as head coach of the South Korean national football team. He will replace Paulo Bento, who resigned after South Korea's defeat by Brazil in the World Cup last 16 in December. Klinsmann has signed a contract until the 2026 World Cup, and his first game in charge will be a home friendly against Colombia. He has expressed his commitment to help the team achieve success at the upcoming Asian Cup and 2026 World Cup, and will live in South Korea for the duration of his tenure.","The German Football Association (kfa) has announced the appointment of former national team player and coach Jens klinsmann as the new coach of the south team, who are preparing for the 2018 World Cup in Russia and the 2019 asian cup in South Korea and Taiwan., reports Xinhua, citing the BBC's South African news agency, citing a statement by the football association (kfa)."
https://www.channelnewsasia.com/sport/spurs-beat-chelsea-2-0-pile-more-misery-potter-3306836,"Tottenham Hotspur secured a 2-0 victory over Chelsea in the Premier League, with goals from Oliver Skipp and Harry Kane in the second half. Skipp's shot from over 20 yards went in off the bar, while Kane secured the win when he pounced at the far post in the 82nd minute. Chelsea failed to create any clear-cut chances to get themselves back into the game and have now failed to score for the fourth time in five league games, despite spending around $358 million on players in January alone. Spurs are fourth in the table, while Chelsea sit in 10th position.",Chelsea's winless run in the league extended to five games as they were beaten at home for the first time in the league this season by tottenham hotspur in the north London derby at White Hart Lane on Sunday (feb 26) with second-half goals from oliver skipp and harrykane keeping spurs in the hunt for a top-four finish and extending the blues' miserable run under coach ke potter.
https://www.channelnewsasia.com/sport/psg-romp-3-0-win-over-marseille-thanks-mbappe-messi-double-act-3307281,"Paris St Germain defeated Olympique de Marseille 3-0 on Sunday, extending their Ligue 1 lead to eight points over their rivals. Lionel Messi and Kylian Mbappe were the standout performers, with Mbappe scoring a brace and setting up Messi for his goal, while Messi provided the assist for both of Mbappe's goals. PSG now have 60 points from 25 games, while Marseille sits in second place with 52 points. Monaco lost 3-0 at home to Nice, while PSG's next game is against Nantes at home before travelling to Bayern Munich for their Champions League last-16 return leg.","Paris St-Germain's Kylian mbappe scored twice and set up another to help his side extend their lead at the top of Ligue 1 to eight points as second-placed marseille lost at home to arch-rivals olympique de marseille at the Stade de l'Amitie in Paris on Sunday, reports Xinhua, citing AFP, citing Reuters."
https://www.channelnewsasia.com/sport/la-liga-leaders-barcelona-suffer-shock-defeat-almeria-3307121,"On Sunday, Barcelona suffered a surprising 1-0 defeat to Almeria in La Liga, wasting the opportunity to extend their lead at the top of the standings. The only goal of the match was scored by El Bilal Toure in the first half, thanks to a perfect long pass from Luis Suarez. Almeria put in a disciplined defensive performance to hold on to their lead and secure three precious points in their battle to avoid relegation. The loss was a second consecutive defeat for Barcelona, who were knocked out of the Europa League on Thursday after going unbeaten in 18 matches in all competitions. The Catalans are still top of the league on 59 points, seven ahead of second-placed Real Madrid who were held to a 1-1 draw at home by Atletico Madrid on Saturday.","Barcelona missed the chance to go seven points clear at the top of La Liga as they were knocked out of the Copa del Rey by third-tier minnows almeria in the first leg of their quarter-final tie on Wednesday at the Nou Camp, reports BBC Sport's football expert Jamie Fullarton from the Spanish town of Rayo Vallecano, where the catalans are based."
https://www.channelnewsasia.com/sport/inter-title-hopes-fade-more-misery-bologna-3306706,"On February 26, 2023, Inter Milan lost to Bologna by 1-0 in a Serie A match held at the Stadio Renato Dall'Ara in Bologna, Italy. This defeat practically ended Inter's hopes of winning the Serie A title. Riccardo Orsolini scored the only goal of the game, and Inter Milan failed to create clear chances during the match. Bologna thought they had taken the lead in the 12th minute through Musa Barrow's goal, but it was disallowed after a VAR review. Roberto Soriano also hit the woodwork in the first half. Inter Milan rested some key players and made many changes from their midweek Champions League win over Porto. The team lacked fluidity and missed some injured players, including Federico Dimarco, Milan Skriniar, and Joaquin Correa. Inter Milan are now second in the Serie A standings on 47 points, 18 behind leaders Napoli, who won their match against Empoli 2-0 on Saturday. AC Milan and AS Roma, who are level on 44 points, are yet to play in this round of fixtures. Bologna are seventh in the standings on 35 points.",Inter Milan's hopes of winning the Serie A title suffered a major blow as they were beaten by bologna at the Stadio renato dall'ara in the latest in a series of setbacks for Filippo inzaghi's team.... and they didn't take long to suffer another blow to their title hopes as they were beaten by bologna at the Stadio renato dall'ara in the latest in a series of setbacks for Filippo inzaghi's team.
https://www.channelnewsasia.com/sport/ighalo-hits-four-al-hilal-storm-asian-champions-league-final-3306951,Al Hilal crushed Al Duhail 7-0 in the Asian Champions League semi-final with Odion Ighalo scoring four goals and Moussa Marega netting twice. The four-time champions from Saudi Arabia will now face Japan's Urawa Red Diamonds in the final on April 29 and May 6. Al Hilal previously defeated Urawa in the 2017 final and the latter will face a tough challenge to deny Al Hilal a record fifth title.,Defending champions al hilal crushed qatar's al duhail 7-0 at al thumama stadium in doha on Sunday to secure their place in the final of the asian champions league and set up a third meeting in six years with ursawa red diamonds The two sides last met in 2019 when al hilal avenged a loss to the j.league side in the 2017 final and maciej skorza's side face a major challenge to deny al hilal a record fifth title
https://www.channelnewsasia.com/sport/rashford-credited-league-cup-final-goal-against-newcastle-3309606,"Organizers of the League Cup final have officially credited Manchester United's second goal to Marcus Rashford after it was initially given as an own goal. Rashford's shot deflected off Sven Botman before looping over the Newcastle goalkeeper. This makes Rashford the competition's top scorer with six goals, having scored in every round. With this victory, Manchester United won their first trophy since 2017, and Rashford has now scored 25 goals for United this season. United will now focus on their FA Cup fifth-round match against West Ham United on Wednesday.","It's not every day you get to score two own goals in a cup final, but that's exactly what happened to one of Manchester United's players in their carabao final win over newcastle on Sunday, reports BBC Radio Manchester's Match of the Day programme, and it's not every day you get to score two own goals in a cup final, but that's exactly what happened to one of Manchester United's players in their carabao final win over newcastle on Sunday, reports BBC Radio Manchester's Match of the Day programme, and"
https://www.channelnewsasia.com/sport/steely-milan-edge-tottenham-reach-champions-league-quarters-3335581,AC Milan has advanced to the Champions League quarter-finals for the first time in 11 years after a 0-0 draw against Tottenham Hotspur. Milan's disciplined display in protecting their slender advantage earned in the first leg helped them secure a 1-0 aggregate victory. Tottenham failed to muster a shot on target in the first half and had defender Cristian Romero sent off late in the game. Tottenham's season is now in doubt after losses in the FA Cup and the Premier League to lower-tier teams.,"It was a night to forget for tottenham pines as they were knocked out of the EFL Cup in the last 16 at the last-16 stage for the first time since the competition's inception in the 1993-94 season, reports BBC London Sport's Steve Tongue from the Emirates Stadium on Wednesday night.squabbles, missed chances and a red card - it was a night to forget for tottenham pines as they were knocked out of the EFL Cup in the last 16 at the last-16 stage for the first time since the competition's inception in the 1993-94 season,"
https://www.channelnewsasia.com/sport/choupo-moting-strikes-bayern-cruise-past-psg-3335536,"Bayern Munich beat Paris St Germain 2-0 in the Champions League to secure their place in the quarter-finals. Eric-Maxim Choupo-Moting, who played for PSG from 2018-20, scored the first goal in the 61st minute, and substitute Serge Gnabry added a second in the 89th minute. PSG failed to score despite opportunities from Lionel Messi and Kylian Mbappe. Bayern coach Julian Nagelsmann acknowledged that the team needed to defend better in the first half, but were ""dangerous on the ball"" in the second half. The quarter-final draw will take place on March 17.","Bayer Leverkusen booked their place in the quarter-finals of the Champions League with a 2-0 win over psg in the second leg of their last-16 tie in Leverkusen on Tuesday, consigning the French side to their first exit in Europe's top competition since the 2013-14 season.., reports Xinhua news agency's Yashan Dhindsa in Leverkusen."
https://www.channelnewsasia.com/sport/talking-points-2023-formula-one-season-3309476,"Red Bull's Max Verstappen aims for a third consecutive Formula One title, while Ferrari's new boss Fred Vasseur seeks to end the team's championship drought. The 2023 season also features three rookie drivers, a new race in Las Vegas, and potential contract negotiations for Mercedes' Lewis Hamilton. Additionally, the FIA's rules on political and personal statements by drivers have been tweaked.","Formula 1's new season gets under way in Bahrain this weekend with plenty of new faces on the grid and plenty of old names hoping to make an impact after retirement or retirement from the sport in the last few years, writes BBC F1's sport correspondent James Kilner in Sakon Yamamoto, Bahrain.... and a lot of new faces on the grid... and a lot of old faces on the grid... and a lot of new faces on the grid... and a lot of old faces on the grid... and a lot of new faces on the grid... and a lot of new"
https://www.channelnewsasia.com/sport/formula-one-calendar-2023-season-3309431,"The 2023 Formula One season begins in Bahrain on March 5 and will have a record 23 races, ending in Abu Dhabi on November 26. The season will feature a new race in Las Vegas and the return of Qatar. Six races will feature a sprint format. China and France have been excluded.","Formula 1 has announced the dates and venues for the next five grands prix - the first of which will be held in Bahrain in 2023, with the final in Abu Dhabi on 29 November - ahead of this year's Abu Dhabi Grand Prix, which will be held on the same weekend as this year's race on the streets of the capital of the United Arab Emirates, Sheikh Khalifa bin Zayed al-Nahayan."
https://www.channelnewsasia.com/sport/french-football-bracing-itself-black-tuesday-3309396,"The president of the French Football Federation, Noel Le Graet, is expected to resign on Tuesday amid allegations of sexual and moral harassment and following a critical audit by the Sports ministry. The head coach of the women's team, Corinne Diacre, is also reportedly likely to quit after team captain Wendie Renard withdrew from this year's World Cup, citing concerns about her mental health. Le Graet and Diacre have both previously attracted criticism for their handling of the national teams.","As France prepare to host the Women's World Cup for the first time, the country's football federation is facing a crisis that could see two of its most high-profile figures leave their posts before the tournament gets under way on 5 June in the US, reports the BBC's sports correspondent Tom Marshall-Bailey, who is embedded with the team in their training base in the south of France."
https://www.channelnewsasia.com/sport/new-skipper-bavuma-looking-fresh-start-south-africa-3309161,"South Africa's recently appointed captain, Temba Bavuma, has said that his team is looking forward to playing in their new style of cricket with a clean slate against West Indies in a two-test home series, starting on Tuesday. The team lost four tests in a row before a rain-affected draw in Australia. South Africa has not scored more than 255 in any of their last ten innings, making the batting unit the primary concern.","South Africa begin their two-test home series against west indies at park on park on Wednesday with a clean slate and a new positive attitude to their style of cricket, according to recently appointed captain temba bavuma, but the batting remains the major concern with the side having not scored more than 255 in any of their last 10 innings, which has led to recalls for aiden markram andryan rickelton, and a potential first cap for tony de zorzi."
https://www.channelnewsasia.com/sport/murray-pulls-out-dubai-due-recurring-hip-injury-3308931,"Former world number one and three-time Grand Slam champion, Andy Murray, has withdrawn from the Dubai Tennis Championships due to a recurring hip injury. Murray had been on the verge of retirement in 2019 after surgery, but has since returned to the tour, reaching his fourth ATP final last week at the Qatar Open, where he was beaten by Daniil Medvedev. Murray has said he needs to manage his body better, especially after physically demanding matches. The news comes after fellow Briton, Emma Raducanu, withdrew from the Austin Open due to tonsillitis.","Australian andy murray has withdrawn from the tennis championships this week due to a recurring hip issue, tournament organisers said on Thursday.... andy murray has withdrawn from the tennis championships this week due to a recurring hip issue, tournament organisers said on Thursday. andy murray has withdrawn from the tennis championships this week due to a recurring hip issue, tournament organisers said on Thursday."
https://www.channelnewsasia.com/sport/williamson-surpasses-taylor-new-zealands-most-prolific-test-batter-3308831,"New Zealand's Kane Williamson has surpassed Ross Taylor as the country's leading test run scorer with his 26th century against England on Monday. Williamson passed Taylor's record of 7,683 runs with a boundary against James Anderson during the fourth day of the second test in Wellington. Williamson's 132, which helped New Zealand post 483 in their second innings, has put the hosts in with a chance of winning the match after being asked to follow on. Williamson's test record stands at 7,787 runs from 92 matches, at an average of 53.33.","New Zealand'skaneon cemented his claim as new's greatest test batsman after he eclipsed ross as the nation's leading run-scorer on the way to an inspirational century on the fourth day of the second test against England in Wellington.... and it wasn't even the third day of the match, it was the fourth day of the series... and it wasn't even the third day of the series, it was the fourth day of the series... and it wasn't even the third day of the series, it was the fourth day of the series..."
https://www.channelnewsasia.com/sport/isle-man-bowled-out-10-runs-lowest-t20-score-3308641,"Spain won the international T20 match against the Isle of Man after bowling them out for a record low of 10 runs in 8.4 overs. Six of the Isle of Man's players were dismissed for a duck, and Joseph Burrows was the highest scorer with four runs. Spain chased down the total in just two balls, securing a 10-wicket victory. The match was part of a six-match series that Spain won 5-0. The Isle of Man now hold the record for the lowest innings total in men's T20 cricket.","The isle of man were bowled out by the lowest total for 10 runs in an international match on Sunday, limping to the lowest total in men's Twenty20 cricket, while joseph burrows was their highest scorer with four runs - but it was not enough to stop the isle of man from losing by 10 runs to adelaide strikers in the big bash league in South Africa."
https://www.channelnewsasia.com/sport/australias-starc-still-feels-discomfort-finger-eyes-return-third-test-3308601,"Australian pace bowler Mitchell Starc is set to return to the side for the third test against India after injuring a tendon in his finger in December, but admits he still experiences some discomfort. Starc's return comes as Australian captain Pat Cummins and batter David Warner have been ruled out of the contest. Steve Smith, who captained Australia between 2015 and 2018, will lead the side in Cummins' absence. The four-match series so far has favoured spinners, but Starc feels the quicks still have a role to play.","Australia's Mitchell starc says he is ""pretty much at full tilt"" as he prepares to return from a finger injury in the third test against India at the Waca in Perth, starting on Thursday, reports BBC Sport's Suresh Menon in Perth, Australia, on Wednesday, 18 December.., read the full report on the BBC Sport website at www.bbc.co.uk/sport"
https://www.channelnewsasia.com/sport/besiktas-fans-throw-toys-field-children-affected-earthquake-3308381,"Besiktas fans donated thousands of stuffed toys to children impacted by earthquakes in Turkey and Syria during Sunday's match against Antalyaspor in the Turkish Super Lig. The game was paused for fans to throw the gifts onto the pitch, with scarves and berets also donated. The death toll from the earthquakes has surpassed 50,000, including Ghanaian footballer Christian Atsu, found dead under a building in southern Turkey on Feb. 18.","Thousands of people have been killed and thousands more injured in a series of earthquakes in southern Turkey over the past few days, but football fans in the city of besiktas in the country's south-east have come to the aid of those affected by the quakes - by throwing toys on to the pitch in their support of the victims and their families, reports the BBC's Turkish service."
https://www.channelnewsasia.com/sport/lionel-messi-best-fifa-men-player-year-2022-beat-mbappe-putella-womens-award-3310331,"Lionel Messi won The Best FIFA men's player prize for 2022, while Alexia Putellas retained the women's award. Messi beat his Paris Saint-Germain teammate Kylian Mbappe and Karim Benzema for the award after winning the World Cup with Argentina. Putellas beat England's Beth Mead and the United States' Alex Morgan to add the FIFA crown to the Ballon d'Or, which she has won two years running.",#N/A
https://www.channelnewsasia.com/sport/pogba-back-juve-squad-allegri-says-3309896,"Juventus manager Massimiliano Allegri confirmed that midfielder Paul Pogba could play in the upcoming Serie A game against Torino on February 28. Pogba, who had an operation for a damaged meniscus in September, has only been an unused substitute so far this season. Allegri also said that Federico Chiesa is back in regular training, but cautioned that patience was needed before the two players could start games. Juventus are eighth in the league with 32 points, one ahead of rivals Torino. The team has been deducted 15 points for this season following an investigation into transfer dealings.","Juventus boss Massimiliano allegri has given a boost to his side ahead of Sunday's derby against city rivals torino with the return of Ivory Coast international Didier pogba and Italy's Federico allegri, who has been out for 10 months with a knee injury, on the verge of a first start in more than a year and a half, on his return to training."
